SMILES,logP,permeability
COC1CCC(C(=O)Nc2nc(C)c(-c3ccc(N)nc3)s2)CC1,,17.99999564383302
COc1ccc(C2CCN(CCc3cnn(-c4nccc5c(=O)[nH]cnc45)c3)CC2)cc1,,5.76999716803155
C/C(=N\N=C(N)N)c1sc(-c2ccc(-c3ccccc3)cc2)nc1C,,1.1999998727657215
c1ccc(CN2CCC[C@H](Oc3ccc4cnccc4c3)C2)cc1,,14.288459231295777
CCCCC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,,77.00001326684914
CCN(CCO)C(=O)c1cc2cccnn2c1-c1cccc(C(F)(F)F)c1,,41.99998158689458
O=C(O)CNC(=O)c1c(O)cc(CCc2ccccc2)c2ncnn12,,9.300001101668226
O=C(OCC1CCN(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)CC1)c1c2n(c3ccccc13)CCCO2,,2.900000681779469
C[N+](C)(CCCCNC(=O)Cc1ccc(OCc2ccccc2)cc1)CCNC(=O)c1nc(Cl)c(N)nc1N,,2.914018469041537
CNC(=O)c1cc(Oc2ccc3sc(Nc4ccc(Br)cc4)nc3c2)ccn1,,10.0
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(CC)O2,,14.000005297108746
CC(C)(C)CC[C@H]1C[C@@H](c2cc(=O)[nH]o2)CCN1,,4.499999857264952
O=C(CCc1ccc(O)cc1)c1cc(O)ccc1O,,33.50000717086252
Cn1c(Cc2nc(=O)cc(N3CCOCC3)[nH]2)nc2ccccc21,,3.0000010035611906
Oc1ccc2c(O)c(C=C3C=Nc4nc(Cl)ccc43)oc2c1CN1CCNCC1,,1.699999133438289
O=C(C[C@H](c1ccc(Cl)cc1)C1CC1)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,,6.9699971417024
COC(=O)c1ccc(-c2ccc(Cl)c(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c2)cc1,,1.6300007341139098
CC1C[C@H](C)CC([C@H](O)CC2CC(=O)NC(=O)C2)C1=O,,14.454391050964656
CNC(=O)c1cc(Oc2ccc3oc(Nc4cccc(C(C)(C)C)c4)nc3c2)ccn1,,10.0
CCN(C(=O)CO)[C@H]1CN(C(=NC#N)Nc2cccc(OC(F)F)c2)N=C1c1ccc(Cl)c(C)c1,,3.30000197654648
O=C1C(CCC(O)=NO)=CCCN1CCc1ccc([N+](=O)[O-])cc1,,19.939997521787216
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(CN5CCCC5)CC4)cc2)CC3)cc1,,6.999999355046413
C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,,49.99997647495204
O=c1cc(N2CCOCC2)[nH]c(Cc2nc3cc(F)ccc3o2)n1,,16.00000800725365
Cc1c(CC(=O)O)c2cccnc2n1S(=O)(=O)c1ccc(Cl)cc1,,9.983982244722094
O=c1n(Cc2nc3ccccc3n2CCC2(O)CC2)c2cnccc2n1C1CC1,,13.70000419060704
COc1cccc(-c2cccc(C3(C)COCC(=N)N3)c2)c1,,20.00000941002361
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(N3CCCCC3)cc1)C2,,28.91781000452752
Cc1cc(S(=O)(=O)N2CCN(C)CC2)ccc1-c1cnc(N)c(C(=O)Nc2cccnc2)n1,,24.000008747341525
Cc1nc(-n2cnn(C(C)c3ccc(F)cc3)c2=O)sc1C(=O)NCc1ccccn1,,25.980762926196817
CNC(=O)c1cc(Oc2ccc3oc(Nc4cccc(C(F)(F)F)c4)nc3c2)ccn1,,10.0
CN(c1ccc(Cl)cc1)S(=O)(=O)c1cccc(NC(=O)c2ccc(C#N)cc2)c1,,25.776526863598622
N#Cc1ccc(NCc2cccc3cccnc23)c(F)c1CC(=O)NCCON=C(N)N,,1.699999133438289
Cn1ncc2cc(Cc3[nH]nc4ccc(C(=O)N5CCC(F)(F)C5)cc34)ccc21,,33.40000255240125
O=C(O)C=Cc1ccccc1O,,25.40000487653851
CC#CC(CC(=O)O)c1ccc(OCc2ccc(C(=O)N3CCC4(C=Cc5ccccc54)CC3)cc2)cc1,,10.900000051686582
O=C1N(CCC2CC2)c2ccccc2C1(O)c1ccc2c(c1)OCO2,,19.84993550396448
CC(C)(NCCCc1cc(-c2cccc(C(F)(F)F)c2)nc(C#N)n1)C(N)=O,,11.224983208166872
CC#C[C@@H](CC(=O)O)c1ccc(OCc2ccc(C(=O)N[C@@H]3CCCc4ccccc43)cc2)cc1,,16.90445213271186
C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC1O[C@@H](CC(=O)O)[C@H](O)[C@@H](O)[C@@H]1O,,1.0978006914849985
C[C@@H]1COCCN1c1nc(-c2c(F)ncc3[nH]ccc23)cc2c1ncn2C,,37.99998279638034
Cc1ccc(NS(C)(=O)=O)c(C(=O)N2CCCC[C@H]2c2cc3nc(C)cc(C)n3n2)c1,,18.973676866372696
CCCCCc1cn2[nH]cnc2c(C(=O)NCC(=O)O)c1=O,,14.999997960289171
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]ncc3c2)c1F,,1.3000007414351715
Cc1n[nH]c(=O)cc1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,,14.900001083728016
O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)Nc1cccc(Cl)c1,,0.8000000239617253
O=C(O)C=Cc1ccc(NC(=O)C2(NC(=O)c3ccc4c(c3)nc(-c3ccoc3)n4C3CCCCC3)CCCC2)cc1,,3.8999990388933927
CC(F)(F)c1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2CCOCC2C(O)=NO)cc1,,0.6999999355046413
COc1cc(Nc2nc3n(n2)CCC(=O)N3Cc2ccccc2C)ccc1-c1ccnnc1,,19.899753646672064
Cc1cn2nc([C@@H]3CCCCN3C(=O)c3cc(Cl)ccc3NS(C)(=O)=O)cc2nc1N1CC(F)C1,,39.420806032366364
O=C(/C=C/c1ccc(Cl)cc1)NC1(C(=O)NC(Cc2ccccc2)C(=O)NCC2CCN(CC3CCOCC3)CC2)CCCC1,,2.799999153205545
O=C1c2ncc3c(c(CN4CCC(F)(F)C4)cn3Cc3ccc(F)cc3)c2CCN1O,,5.86999998313703
CC1=NC(C)(c2cccc(-c3cccnc3)c2)N=C1N,,30.000010035611904
COc1cccc2sc(N[C@@H](Cc3ccc(C4CC(=O)NS4(=O)=O)cc3)c3nc4ccccc4[nH]3)nc12,,1.0
Nc1noc2ccc(-n3nc(C(F)(F)F)c4c3C(=O)N(c3ccc(-c5ccccc5CN5CC[C@@H](O)C5)cc3)CC4)cc12,,1.699999133438289
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccc(Br)cc4)nc3c2)c1F,,1.3000007414351715
O=C1C(CCC(O)=NO)=CCCN1CCCCc1ccc(F)cc1,,19.389990665239143
Cn1c(=O)[nH]c2nc(-c3ccco3)c(-c3ccncn3)cc21,,31.999986860906454
CC(C)=CCn1c(N2CCC[C@H](N)C2)c(C#N)c2ncn(C)c(=O)c21,,3.0000010035611906
Cc1ccc(CNC(=O)c2ccc(N3CCN(C(=O)c4ccccc4C(F)(F)F)CC3)nn2)o1,,23.979172947036016
C[C@@H]1CN(c2ccccc2F)CCN1c1nc(-c2ccncn2)cc(=O)n1C,,64.50001267809283
O=C(O)C=Cc1ccc(NC(=O)C2(NC(=O)c3ccc4c(c3)nc(-c3ccccn3)n4C3CCCCC3)CCCC2)cc1,,9.499999884308792
Cn1c(N2CCC(F)(F)CC2)cc(OCc2cc(F)c(Oc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)nc1=O,,0.0900000394904039
CCN(C(=O)CO)[C@H]1CN(C(=NC#N)Nc2cccc(OC(F)F)n2)N=C1c1ccc(Cl)c(Cl)c1,,3.8999990388933927
O=C1N(Cc2ccc(Cl)cc2)c2ccccc2C1(O)c1ccccc1,,12.796479344681869
NC(=O)C=C(c1cccc(F)c1)c1ccc2nc(N)n(S(=O)(=O)NC(=O)N3CCOCC3)c2c1,,18.19701696613392
Cn1cc(-c2ccc(Cc3[nH]nc4ccc(C(=O)N5CCCC5)cc34)cc2)cn1,,27.79998745892125
Cc1nc2ccc(Cl)cc2n1C,,8.294329803180558
CC(=O)NC(Cc1ccccc1)C(=O)N(C)C(Cc1ccccc1)C(=O)N(C)C(Cc1ccccc1)C(N)=O,,12.315098788903027
NC(Cc1ccccc1)C(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@@H](O)[C@@H]1O,,1.9952632338213456
COc1ncnc(Cn2cc(C(=O)NCCF)c3ncccc32)c1C,,20.615539282114018
O=c1ncn(Cc2c(F)cc(F)cc2F)c2ccc(Oc3cccnc3C(F)(F)F)cc12,,11.000002908762928
CCN(CCO)Cc1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1,,2.100000509006697
Cn1c(C(F)(F)F)nc2cc(C(=O)O)ccc21,,8.442012677391778
COc1cc(N2CCN(C)CC2)ccc1-c1nc2c(N[C@H]3C(C(N)=O)[C@@H]4C=C[C@H]3C4)c(Cl)cnc2[nH]1,,4.999997647495205
CCCN(CCC)c1cc(C(=O)Nc2ccc(O)cc2)ncn1,,21.4000013132272
O=C(Nc1nc(Cc2ccccc2)no1)c1ccc(OC2CCC(C(=O)O)CC2)cc1,,2.900000681779469
N=C(N)NCCCC(NC(=O)c1ccc(C(c2ccccc2)c2ccccc2)o1)C(=O)O,,0.3999998237804733
CC(=S)NC[C@H]1CN(c2ccc(N3CCN(C(=O)CO)CC3)c(F)c2)C(=O)O1,,13.000007414351716
CC(C)CC1CN(C(=O)c2ccccc2)CCN1C(=O)C(=O)c1c[nH]c2cccc(F)c12,,17.099995653397247
CC[C@H]1C[C@@H](n2c(=O)nc(-c3cnn(C)c3)c3oc4ncc(-c5cn(C)cn5)cc4c32)CCO1,,3.999998237804733
CC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ccc(Cl)cc2[C@@H](NC(=O)CCN(C)C)C(C)C)CC1,,9.000003949040394
CC(=O)N1CCN(C2CCC(Nc3ncnn4ccc(C(C)C)c34)CC2)CC1,,37.99998279638034
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,,39.81070788859444
CN(C)C(=O)c1cccc(Nc2c(NC3CCCC3)c(=O)c2=O)c1O,,10.10000526093697
O=C1C(CCC(O)=NO)=CCCN1CCc1ccccc1Cl,,18.48999526742122
C[C@@H]1CN(c2nc(C(F)(F)F)no2)CCN1c1ncc(OCc2ccc(CS(C)(=O)=O)cc2F)cn1,,10.0
Cc1nc2cc([C@@H]3CCCCN3C(=O)c3ccccc3NS(C)(=O)=O)nn2c(C)c1C,,23.91651518640766
Cc1n[nH]c(-c2ccc(C)c(-c3ccc4c(c3)NC(=O)C43CCOCC3)c2)n1,,22.045400850980524
Cc1nc(-n2cnn(CCCC(F)(F)F)c2=O)sc1C(=O)NCc1cccnc1,,22.80350998176713
O=c1cc([C@H]2CCN[C@@H](Cc3ccc(F)cc3)C2)o[nH]1,,3.6999980910471977
COc1cc(Nc2nc3n(n2)C(c2ccccc2)CCN3CC(C)(C)O)ccc1-n1cnc(C)c1,,25.787592571448464
Cc1ccc2c(c1)C(=O)[C@]1(O)CCN(c3cccc(O)c3)C1=N2,,22.14046307253732
Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(Cl)cc2)[C@@H]3C)n1,,40.13914339314489
CN(C)Cc1ccc2c(c1)CCN(C(=O)c1cc3cc(Cl)ccc3n1C)C2,,7.799999951678534
Cc1cc(N2CCC(N3CCCC3C)C2)ccc1NC(=O)c1cc(F)ccc1C,,9.189999759061273
O=C(c1ccc(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2)N1CCOCC1,,2.5999997128120995
CCN(C(=O)N1CCOCC1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,68.20003538712278
C#CC#CCCCC/C=C/C(=O)NCC(C)C,,156.67507093504247
O=C(NCc1ccc(Cl)s1)c1ccc2[nH]c(-c3ccc(Oc4ccccc4Cl)cc3)nc2c1,,11.380000994182552
CCOC(=O)c1[nH]cc2c1N=C1CCCC(=O)C1[C@H]2c1cccc(Oc2nc3ccccc3[nH]2)c1,,5.999996540823129
Cc1ccc(F)cc1C(C)(C)CC(O)(Cc1cc2ncncc2[nH]1)C(F)(F)F,,11.000002908762928
COc1ccc2c3c([nH]c2c1)C(C)=NCC3,,6.7599969500759824
O=S(=O)(N[C@@H]1Cc2ccc(Cn3cc(CO)c(C(F)(F)F)n3)cc2C1)C(F)(F)F,,21.122518540981662
Cc1c(-c2ccc(N3CCC(F)(F)C3)cc2)[nH]c2cc(F)cc(F)c2c1=O,,9.899496353371074
Cn1cc(Nc2nc(N)cc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)cn1,,6.300002183869793
COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N2CCC(N3CCN(C(C)C)CC3)CC2)c(C)c1,,0.9000003949040396
O=c1c2nccn2c2cc(F)c(-c3ccncc3)cc2n1C1CC1,,21.59999248238304
Cc1ccc(C(CC(=O)N2CCC(N3Cc4ccccc4NC3=O)CC2)Cc2cc(C)c3[nH]ncc3c2)nc1,,6.400000383387623
NC[C@@H](NC(=O)C[C@H]1CNC(=O)c2cc(-c3cccc(F)c3)cn21)c1ccccc1,,0.5999996540823128
CCN1C(=O)c2ccccc2S1(=N)=O,,92.00003657474996
CCOC(=O)C(Cc1ccc(-c2c(C)n(C)c(=O)n(C)c2=O)cc1)NC(=O)c1c(Cl)cccc1Cl,,18.300004646463364
COc1ccc(NC(C)=O)c(OC[C@@H](O)CN2CCC3(CC2)Cc2cc(Cl)ccc2O3)c1,,24.399992901902607
CC(C)CCn1nc(C(C)(C)C)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O,,0.5800002756966293
CCN(CC)C(=O)COC(=O)c1ccc2c(c1)nc(C(F)(F)F)n2C,,15.542168033279143
C[C@@H]1CN(c2cc(=O)c3cc(C(=O)N4CCOCC4)cc(CN4CCOc5c(F)cccc54)c3o2)CCO1,,7.799999951678534
C[C@H](NS1(=O)=NC(=O)c2ccccc21)c1ccccc1,,54.41507097872884
CCOC(=O)c1cc(C#N)c(N2CC3CN(C(=O)NS(=O)(=O)c4ccccc4)CC3C2)nc1C,,0.3899999038893393
COc1ccc2c(c1)C(=O)N(C[C@@]1(c3cc4cnc(C)cc4o3)NC(=O)NC1=O)C2,,2.0499992397687565
Clc1ccc(-c2ccc(-c3nccn3-c3ccc(N4CCNCC4)cc3)o2)cc1,,4.999997647495205
CNC(=O)c1ncn(-c2ccc(NC(=O)C3CCN(c4ncccc4Cl)CC3)cc2Cl)n1,,8.200004675293343
COc1cccc(-c2cccc(C3(C)N=C(N)CS3)c2)c1,,14.999997960289171
CSc1ccccc1CNc1ncc([N+](=O)[O-])c(NCC2CCC(CN)CC2)n1,,1.7435604132582507
O=C(O)c1cc(-c2ccc(Cl)c(Cl)c2)ncn1,,36.62458396118148
Nc1nc2c(c(-c3c(Cl)cc(Cl)cc3OCCn3cccn3)n1)CN(C(=O)NCC(F)F)C2,,1.1999998727657215
Cc1ccc2cc(C(=O)NC3(C(=O)N[C@@H](CCCN4CCN(CC5CCOCC5)CC4)Cc4ccccc4)CCCC3)sc2c1,,11.200004573151302
COc1cnc(-n2ccnn2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12,,7.799999951678534
O=c1n(Cc2nc3ccccc3n2CCCCF)c2cnccc2n1C1CC1,,24.69999697091794
OC[C@@H](O)[C@@H](O)[C@H](O)c1c[nH]c(-c2ncccn2)n1,,10.900000051686582
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cn(C)c(=O)c(N2CCOCC2)n1,,18.330309588041267
COC(=O)c1ccc2[nH]c(C(F)(F)F)nc2c1,,27.414277210181957
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCCO)C(=O)C(C)(c1cc(F)cc(F)c1)O2,,10.599995966317078
Cc1cc(O)cc(C)c1CC(N)C(=O)NCCCc1[nH]c(=O)c(CCCNC(=O)C(N)Cc2c(C)cc(O)cc2C)nc1C,,0.547000218735527
Cn1c(N2CCN(CC/C=C3\c4ccccc4COc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,,4.699998290796298
Cc1nc(N)nc2c1ncn2COCCOC(=O)C(C)N,,2.041737474542049
COc1ccc(-c2cc(C(=O)O)ncn2)cc1Cl,,22.238254699961487
COC1=C2C(C)[C@@H](OC(=O)C(O)C(CC(C)C)NC(=O)OC(C)(C)C)[C@@H]3OC(=O)O[C@]3([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](OC)[C@@]3(C)C1=O)C2(C)C,,2.569999861933716
CCCC1(C(=O)c2ccc3[nH]ncc3c2)CCCN1,,21.540664670689853
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,,30.199517204020196
Cc1noc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)[C@@H]3C)n1,,58.88093530303873
N#Cc1cccc(Cn2cccn2)c1,,71.90001814775927
C=C[C@@H]1C[C@]1(NC(=O)C1C[C@@](OC)(c2ccc(-c3nccs3)nc2)CN1C(=O)C(NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,,2.900000681779469
COC(=O)N1CCN(C2CCC(Nc3ncnn4ccc([C@H](C)CC(N)=O)c34)CC2)CC1,,16.999991334382887
CCCCCCCCC(NC(=O)C(N)CCC(=O)O)C(=O)NC(Cc1c[nH]c2ccccc12)C(N)=O,,3.9920006193944895
CN(C)S(=O)(=O)n1cc(-c2nc(-c3nc(C4(c5ccccc5)CC4)n(C)n3)cnc2N)cn1,,19.000008708139905
C[C@H]1CN(c2cc(=O)c3cc(C(=O)N(C)C)cc([C@@H](C)Nc4cc(F)cc(F)c4)c3o2)CCO1,,14.000005297108746
Cn1nc(N)c2ccc(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)cc21,,38.99999038893393
CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21)S(C)(=O)=O,,3.4965995714074958
CN(Cc1c2c(=O)n(-c3ccccc3Cl)[nH]c2cc(=O)n1Cc1ccncc1)c1ccccc1,,4.600000723621415
CC(Cc1ccc(C(C)(C)C)cc1)C(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,,10.020001810424054
O=c1[nH]cnc2c(-n3cc(CCN4CCC(Cc5ccc(Cl)cc5)CC4)cn3)nccc12,,6.860001331473835
COC(=O)NC(C(=O)NN(Cc1cccc(-c2cccnc2)c1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)(C)C,,11.000002908762928
C[C@H]1CN(c2cccc3nc(-c4nc(-c5cc(C(=O)N(C)C)ccn5)cnc4N)n(C)c23)CCN1,,4.999997647495205
CNC(=O)c1cc(Oc2ccc3sc(Nc4ccc(C(C)C)cc4)nc3c2)ccn1,,10.0
Cc1cc(COc2ccc(C(=O)NC3CCC3C(O)=NO)cc2)c2ccccc2n1,,0.3999998237804733
N#CCCCn1c(CN2C(=O)/C(=N/OCCF)c3cccnc32)nc2ccccc21,,15.500007203317896
O=C(NCCO)c1ccc(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2,,1.4000005297108746
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCOCC(F)(F)F)C(=O)C(C)(c1cc(F)cc(F)c1)O2,,2.799999153205545
Cc1nn(-c2ccc3onc(N)c3c2)c2c1CCN(c1ccc(-c3ccccc3CN(C)C)cc1)C2=O,,6.800001366809106
CCC1(C)C(=O)Nc2ccc(S(=O)(=O)Nc3ccc(F)cc3F)cc2C(=O)N1C,,8.099997782801834
CCc1cc(-c2c[nH]c3ncc(-c4cnn(CC(C)C)c4)cc23)nc(N)n1,,26.99998979427093
Cn1cncc1CN1CC(N(CC2CCN(C(=O)C(C)(C)C)CC2)S(=O)(=O)c2ccccn2)Cc2cc(C#N)ccc21,,0.4999997647495203
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,,20.96998404341775
O=C(Nc1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,,11.401762753103815
O=C(C[C@H]1CNC(=O)c2cc(-c3cccc(F)c3)cn21)N[C@H](CO)c1ccccc1,,2.699998979427093
O=C1/C(=N/OCCF)c2cccnc2N1Cc1nc2ccccc2n1CCCCO,,11.500004227393816
Cn1c(CC(=O)N2CCc3ccccc32)nc(N2CCOCC2)cc1=O,,8.299996323413882
CC(C)c1nnc2n1C[C@H](C)N(C(=O)c1cccc(C(F)(F)c3n[nH]c(=O)c4ccccc34)c1)C2,,3.999998237804733
O=C1N(Cc2ccc(Cl)cc2)c2ccccc2C1(O)c1ccc2c(c1)OCO2,,9.904551169196942
CC(Nc1cccc(F)c1)c1cc(C(=O)NCCN(C)C)cn2c(=O)cc(N3CCOCC3)nc12,,0.300000100356119
Cc1nc(-c2ccc(-c3ccccc3)cc2)sc1-c1ccnc(N=C(N)N2CCN(C)CC2)n1,,1.699999133438289
CC(C)n1c(=O)n(Cc2nc3ccccc3n2CCCC#N)c2cnccc21,,16.89999982046495
Cc1c(-c2ccc(N3CC[C@H](F)C3)cc2)[nH]c2cc(F)cc(F)c2c1=O,,15.510000078082909
COc1cc(Sc2c(-c3ccncc3)[nH]c3ccccc23)cc(OC)c1OC,,4.911111564461554
C[C@H]1Cn2c(nnc2C2CCC2)CN1C(=O)c1cccc(C(F)(F)c2n[nH]c(=O)c3ccccc23)c1,,4.799997376428772
Nc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1,,26.50000159033709
COc1cc(Nc2nc3n(n2)C(C)CC(=O)N3Cc2ccccc2)ccc1-n1cnc(C)c1,,16.911545562339008
COc1ncc(-c2cc(NC(=O)c3cccc(C(F)(F)F)c3)cnc2C)cc1N1CCOCC1,,14.966636123569431
C=CCNC(=O)C(NC(=O)[C@@](O)(CCCN(Cc1ccc(Br)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)Cc1ccc(CC=C)cc1)C(C)C,,43.99999225089864
O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2c(F)ccc(F)c12,,21.8999992516631
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,,29.40582714436796
CC(C)c1noc(N2CCN(c3ncc(OCc4ccncc4C#N)cn3)[C@H](C)C2)n1,,13.038402988393983
O=C(O)c1c(-c2nc(=O)c3ccccc3[nH]2)[nH]c2ccccc12,,4.999997647495205
CC[C@H]1C[C@@H](n2c(=O)nc(-c3cnn(C)c3)c3oc4cc(C#N)c(-c5cnn(C)c5)cc4c32)CCO1,,29.00000681779469
O=C(c1cc([C@H]2CCCN2c2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1)N1CCOCC1,,17.99999564383302
CCc1ccnc(C(CC(=O)N2CCC(N3Cc4ccccc4NC3=O)CC2)Cc2cc(C)c3[nH]ncc3c2)c1,,14.000005297108746
COCCC#Cc1cccc(C2(c3ccc(OC(F)F)cc3)N=C(N)N3CC(F)(F)CN=C32)c1,,9.499999884308792
CN(c1ccc(NC(=O)C(C)(O)C(F)(F)F)c(Cl)c1)S(=O)(=O)c1ccc(C#N)cc1,,27.99999153205545
CC(C)N1CCN(C(=O)c2ccc(CN3CCCCC3)cc2)CC1,,13.546955368810618
O=C1c2cc(-c3ccnc(NC4CCOCC4)n3)[nH]c2CCN1[C@H](CO)c1ccccc1,,11.999998727657218
COC(=O)N1CCC(Cc2cccc([C@@H](CC#N)Nc3nc4ccc(C)nc4[nH]3)c2)CC1,,2.2999992796583264
COc1ccc2c(O[C@@H]3CC4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)C4C3)cc(-c3nccs3)nc2c1,,1.6000008007253654
CC1=NCCc2c1[nH]c1cc(O)ccc21,,3.7999982796380336
CN(C(=O)CN1Cc2ccc(-c3nc(NC4CCOCC4)ncc3Cl)cc2C1=O)C(C)(C)C,,21.999990840114524
O=C1CCCCN1c1ccc(CO[C@@H]2COc3nc([N+](=O)[O-])cn3C2)cc1F,,37.531558595976215
CNc1nc(NCc2ccc(NS(C)(=O)=O)cc2)cc(-c2ccccn2)n1,,6.900000147164967
NC(=O)n1cc(NC(=O)N2CCCC2C(=O)Nc2cccc(OC(F)(F)F)c2)c2ccccc21,,6.1991907519773095
CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,,38.90453241562325
CC(=O)NCc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1,,14.499996586631834
Cc1cc(COc2ccc(NC(=O)C3CCN(S(C)(=O)=O)CC3C(O)=NO)cc2)c2ccccc2n1,,0.2000000941002361
CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)CCc3ccccc3)C2)nc1C,,0.300000100356119
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(C(=O)CO)CC[C@@H]12,,21.379615972183327
COC(=O)NC(C(=O)NN(CCC[C@@]1(Cc2ccccc2)C(=O)N([C@H]2c3ccccc3C[C@H]2O)C[C@H]1O)Cc1ccc(-c2ccccn2)cc1)C(C)(C)C,,3.399999866579783
Cc1cc(Cc2ccc(C(=O)N[C@@H]3CCOCC3C(O)=NO)cc2)c2ccccc2n1,,0.5999996540823128
NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1,,30.99999330209736
O=C(O)c1cccc(Cn2ccnc2)c1,,0.8757851965251431
C=C(F)CN(C)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,,13.800003609677786
CCc1c2[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)cnc3OCCOC)nc(=O)c2nn1CC(C)C,,19.000008708139905
C[C@H](NC(=O)c1cc(F)cnc1Oc1ccc(F)cc1)c1ccc(C(=O)O)cc1,,30.20001787426891
CS(=O)(=O)c1ccc(C(c2nnnn2Cc2ccccc2)N2CCCN(C3CCC3)CC2)cc1,,0.9000003949040396
O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,,22.978263217374927
COc1cnc2ccc(=O)n(CCN3CCC(NCc4cnc(OC)c(C#N)c4)CC3)c2c1,,10.81666551059804
Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(CO)cc3Cl)cc1)CCO2,,16.800004575249893
CC(C)(C)c1cccc(Nc2nc3cc(Oc4ccnc(C(N)=O)c4)ccc3s2)c1,,10.0
O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2c(-n3cncn3)ncc(F)c12,,21.000005090066967
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(N3CCCCC3)c(F)c1)C2,,31.773371453444977
CCCCc1ccc(-c2nc(C)c(-c3ccnc(N)n3)s2)cc1,,15.915397868280705
COc1ccc2onc(N3CCN(CCCCNC(=O)c4cc(-c5ccco5)[nH]n4)CC3)c2c1,,7.3899959434500095
